Category,Indicator,Scraped_At
Tài khóa,BÁN LẺ,2025-12-16T00:08:52.642977
Tài khóa,USD.VND 2025,2025-12-16T00:08:52.642981
Tài khóa,Bóc tách CPI YOY,2025-12-16T00:08:52.642984
Tài khóa,"​
​
Khung thời gian:
Quarterly
Kiểu giá trị:
Value",2025-12-16T00:08:52.642995
Tài khóa,"Khung thời gian:
Quarterly",2025-12-16T00:08:52.643000
Tài khóa,Khung thời gian:,2025-12-16T00:08:52.643004
Tài khóa,Quarterly,2025-12-16T00:08:52.643007
Tài khóa,"Kiểu giá trị:
Value",2025-12-16T00:08:52.643011
Tài khóa,Kiểu giá trị:,2025-12-16T00:08:52.643015
Tài khóa,Value,2025-12-16T00:08:52.643018
Tài khóa,Q3-2025,2025-12-16T00:08:52.643021
Tài khóa,Q2-2025,2025-12-16T00:08:52.643024
Tài khóa,Q1-2025,2025-12-16T00:08:52.643026
Tài khóa,Q4-2024,2025-12-16T00:08:52.643029
Tài khóa,Q3-2024,2025-12-16T00:08:52.643031
Tài khóa,Q2-2024,2025-12-16T00:08:52.643033
Tài khóa,Q1-2024,2025-12-16T00:08:52.643036
Tài khóa,Q4-2023,2025-12-16T00:08:52.643038
Tài khóa,Q3-2023,2025-12-16T00:08:52.643041
Tài khóa,Q2-2023,2025-12-16T00:08:52.643043
Tài khóa,Q1-2023,2025-12-16T00:08:52.643045
Tài khóa,Q4-2022,2025-12-16T00:08:52.643048
Tài khóa,Q3-2022,2025-12-16T00:08:52.643050
Tài khóa,Q2-2022,2025-12-16T00:08:52.643052
Tài khóa,Q1-2022,2025-12-16T00:08:52.643055
Tài khóa,GDP THỰC,2025-12-16T00:08:52.643059
Tài khóa,"Nông nghiệp, lâm nghiệp và thủy sản",2025-12-16T00:08:52.643090
Tài khóa,Nông nghiệp,2025-12-16T00:08:52.643116
Tài khóa,Lâm nghiệp,2025-12-16T00:08:52.643141
Tài khóa,Thủy sản,2025-12-16T00:08:52.643163
Tài khóa,Công nghiệp và xây dựng,2025-12-16T00:08:52.643187
Tài khóa,Dịch vụ,2025-12-16T00:08:52.643210
Tài khóa,Thuế sản phẩm trừ trợ cấp sản phẩm,2025-12-16T00:08:52.643234
Tài khóa,"Thông tin mới nhất
Tin quan trọng",2025-12-16T00:08:52.643259
Tài khóa,Thông tin mới nhất,2025-12-16T00:08:52.643263
Tài khóa,Tin quan trọng,2025-12-16T00:08:52.643267
Tài khóa,"THỊ TRƯỜNG
ĐỊNH GIÁ
DÒNG TIỀN
QUỐC TẾ",2025-12-16T00:08:52.643273
Tài khóa,"VNINDEX
Đóng cửa
1,646.01
-0.88
-0.05%",2025-12-16T00:08:52.643280
Tài khóa,"VNINDEX
Đóng cửa",2025-12-16T00:08:52.643284
Tài khóa,Đóng cửa,2025-12-16T00:08:52.643289
Tài khóa,"1,646.01
-0.88
-0.05%",2025-12-16T00:08:52.643293
Tài khóa,"Chart
Chart with 121 data points.",2025-12-16T00:08:52.643296
Tài khóa,Chart with 121 data points.,2025-12-16T00:08:52.643299
Tài khóa,End of interactive chart.,2025-12-16T00:08:52.643302
Tài khóa,"PHÂN BỔ DÒNG TIỀN
0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:52.643315
Tài khóa,PHÂN BỔ DÒNG TIỀN,2025-12-16T00:08:52.643320
Tài khóa,"0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:52.643331
Tài khóa,6.45 Nghìn tỷ,2025-12-16T00:08:52.643336
Tài khóa,7.34 Nghìn tỷ,2025-12-16T00:08:52.643340
Tài khóa,2.13 Nghìn tỷ,2025-12-16T00:08:52.643344
Tài khóa,"Tăng giá:
126 CP",2025-12-16T00:08:52.643348
Tài khóa,Tăng giá:,2025-12-16T00:08:52.643351
Tài khóa,126 CP,2025-12-16T00:08:52.643354
Tài khóa,"Giảm giá:
189 CP",2025-12-16T00:08:52.643358
Tài khóa,Giảm giá:,2025-12-16T00:08:52.643362
Tài khóa,189 CP,2025-12-16T00:08:52.643365
Tài khóa,"Không đổi:
60 CP",2025-12-16T00:08:52.643369
Tài khóa,Không đổi:,2025-12-16T00:08:52.643374
Tài khóa,60 CP,2025-12-16T00:08:52.643376
Tài khóa,TÁC ĐỘNG ĐẾN INDEX,2025-12-16T00:08:52.643381
Tài khóa,"VPB
TCX
BSR
VNM
VRE
VPX
GEE
MCH
LPB
VHM
VIC
VPL
-4
-2
0
2
1.63
1.45
0.98
0.81
0.71
-0.49
-0.73
-0.84
-0.91
-1.42
-1.83
-2.29",2025-12-16T00:08:52.643386
Tài khóa,"Tác động tăng
Tác động giảm",2025-12-16T00:08:52.643407
Tài khóa,Tác động tăng,2025-12-16T00:08:52.643411
Tài khóa,Tác động giảm,2025-12-16T00:08:52.643415
Tài khóa,"1Y
2Y
3Y
5Y
10Y
All",2025-12-16T00:08:52.643417
Tài khóa,"DIỄN BIẾN THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:52.643427
Tài khóa,"Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:52.643430
Tài khóa,"Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:52.643435
Tài khóa,Vốn hoá,2025-12-16T00:08:52.643439
Tài khóa,LNST,2025-12-16T00:08:52.643441
Tài khóa,SLCP lưu hành,2025-12-16T00:08:52.643445
Tài khóa,"PE THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Average: 14.18
P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:52.643455
Tài khóa,"Q4/2024
Q2/2025
Q3/2025
Average: 14.18",2025-12-16T00:08:52.643459
Tài khóa,Average: 14.18,2025-12-16T00:08:52.643462
Tài khóa,"P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:52.643467
Tài khóa,P/E thị trường,2025-12-16T00:08:52.643471
Tài khóa,Trung bình,2025-12-16T00:08:52.643475
Tài khóa,"E/P VNINDEX - LÃI SUẤT HUY ĐỘNG 12 THÁNG
Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:52.643484
Tài khóa,"GIÁ TRỊ TỰ DOANH RÒNG
1D
1W
1M",2025-12-16T00:08:52.643490
Tài khóa,"1D
1W
1M",2025-12-16T00:08:52.643493
Tài khóa,"Chart
Chart with 15 data points.",2025-12-16T00:08:52.643496
Tài khóa,Chart with 15 data points.,2025-12-16T00:08:52.643498
Tài khóa,"27/11
01/12
03/12
05/12
09/12
11/12
-500
0
500
1000
-5500
-5000
-4500
-4000",2025-12-16T00:08:52.643502
Tài khóa,"GIÁ TRỊ KHỐI NGOẠI RÒNG
1D
1W
1M",2025-12-16T00:08:52.643508
Tài khóa,"28/11
02/12
04/12
08/12
10/12
12/12
-1K
0
1K
2K
-123K
-121.5K
-120K
-118.5K",2025-12-16T00:08:52.643512
Tài khóa,"Ghi chú: gdp-thuc
Cá nhân
Thêm ghi chú bằng cách điền
vào ô bên dưới
Nhập ghi chú",2025-12-16T00:08:52.643522
Tài khóa,"Ghi chú: gdp-thuc
Cá nhân",2025-12-16T00:08:52.643527
Tài khóa,Ghi chú: gdp-thuc,2025-12-16T00:08:52.643531
Tài khóa,gdp-thuc,2025-12-16T00:08:52.643533
Tài khóa,Cá nhân,2025-12-16T00:08:52.643536
Tài khóa,"Thêm ghi chú bằng cách điền
vào ô bên dưới",2025-12-16T00:08:52.643542
Tài khóa,Nhập ghi chú,2025-12-16T00:08:52.643546
Tài khóa,"Thị trường
Ngành
Cổ phiếu",2025-12-16T00:08:52.643551
Tài khóa,Thị trường,2025-12-16T00:08:52.643555
Tài khóa,Ngành,2025-12-16T00:08:52.643558
Tài khóa,Cổ phiếu,2025-12-16T00:08:52.643562
Bất động sản,"Thư viện
Sửa đồ thị",2025-12-16T00:08:56.747199
Bất động sản,FDI dăng ký dự án,2025-12-16T00:08:56.747215
Bất động sản,FDI thực hiện,2025-12-16T00:08:56.747222
Bất động sản,"Mối quan hệ giữa vàng và lãi suất, bơm tiền",2025-12-16T00:08:56.747232
Bất động sản,%HUY ĐỘNG,2025-12-16T00:08:56.747236
Bất động sản,VĐT phát triển XH,2025-12-16T00:08:56.747240
Bất động sản,BÁN LẺ,2025-12-16T00:08:56.747243
Bất động sản,USD.VND 2025,2025-12-16T00:08:56.747247
Bất động sản,Bóc tách CPI YOY,2025-12-16T00:08:56.747251
Bất động sản,"​
​
Khung thời gian:
Quarterly
Kiểu giá trị:
Value",2025-12-16T00:08:56.747262
Bất động sản,"Khung thời gian:
Quarterly",2025-12-16T00:08:56.747267
Bất động sản,Khung thời gian:,2025-12-16T00:08:56.747292
Bất động sản,Quarterly,2025-12-16T00:08:56.747295
Bất động sản,"Kiểu giá trị:
Value",2025-12-16T00:08:56.747299
Bất động sản,Kiểu giá trị:,2025-12-16T00:08:56.747303
Bất động sản,Value,2025-12-16T00:08:56.747306
Bất động sản,Q3-2025,2025-12-16T00:08:56.747310
Bất động sản,Q2-2025,2025-12-16T00:08:56.747312
Bất động sản,Q1-2025,2025-12-16T00:08:56.747315
Bất động sản,Q4-2024,2025-12-16T00:08:56.747317
Bất động sản,Q3-2024,2025-12-16T00:08:56.747319
Bất động sản,Q2-2024,2025-12-16T00:08:56.747322
Bất động sản,Q1-2024,2025-12-16T00:08:56.747324
Bất động sản,Q4-2023,2025-12-16T00:08:56.747326
Bất động sản,Q3-2023,2025-12-16T00:08:56.747329
Bất động sản,Q2-2023,2025-12-16T00:08:56.747331
Bất động sản,Q1-2023,2025-12-16T00:08:56.747333
Bất động sản,Q4-2022,2025-12-16T00:08:56.747336
Bất động sản,Q3-2022,2025-12-16T00:08:56.747338
Bất động sản,Q2-2022,2025-12-16T00:08:56.747340
Bất động sản,Q1-2022,2025-12-16T00:08:56.747343
Bất động sản,GDP THỰC,2025-12-16T00:08:56.747346
Bất động sản,"Nông nghiệp, lâm nghiệp và thủy sản",2025-12-16T00:08:56.747374
Bất động sản,Nông nghiệp,2025-12-16T00:08:56.747411
Bất động sản,Lâm nghiệp,2025-12-16T00:08:56.747446
Bất động sản,Thủy sản,2025-12-16T00:08:56.747469
Bất động sản,Công nghiệp và xây dựng,2025-12-16T00:08:56.747499
Bất động sản,Dịch vụ,2025-12-16T00:08:56.747521
Bất động sản,Thuế sản phẩm trừ trợ cấp sản phẩm,2025-12-16T00:08:56.747546
Bất động sản,"Thông tin mới nhất
Tin quan trọng",2025-12-16T00:08:56.747570
Bất động sản,Thông tin mới nhất,2025-12-16T00:08:56.747574
Bất động sản,Tin quan trọng,2025-12-16T00:08:56.747578
Bất động sản,"THỊ TRƯỜNG
ĐỊNH GIÁ
DÒNG TIỀN
QUỐC TẾ",2025-12-16T00:08:56.747585
Bất động sản,"VNINDEX
Đóng cửa
1,646.01
-0.88
-0.05%",2025-12-16T00:08:56.747592
Bất động sản,"VNINDEX
Đóng cửa",2025-12-16T00:08:56.747596
Bất động sản,Đóng cửa,2025-12-16T00:08:56.747600
Bất động sản,"1,646.01
-0.88
-0.05%",2025-12-16T00:08:56.747603
Bất động sản,"Chart
Chart with 121 data points.",2025-12-16T00:08:56.747606
Bất động sản,Chart with 121 data points.,2025-12-16T00:08:56.747610
Bất động sản,End of interactive chart.,2025-12-16T00:08:56.747612
Bất động sản,"PHÂN BỔ DÒNG TIỀN
0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:56.747626
Bất động sản,PHÂN BỔ DÒNG TIỀN,2025-12-16T00:08:56.747632
Bất động sản,"0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:08:56.747644
Bất động sản,6.45 Nghìn tỷ,2025-12-16T00:08:56.747648
Bất động sản,7.34 Nghìn tỷ,2025-12-16T00:08:56.747652
Bất động sản,2.13 Nghìn tỷ,2025-12-16T00:08:56.747656
Bất động sản,"Tăng giá:
126 CP",2025-12-16T00:08:56.747660
Bất động sản,Tăng giá:,2025-12-16T00:08:56.747664
Bất động sản,126 CP,2025-12-16T00:08:56.747666
Bất động sản,"Giảm giá:
189 CP",2025-12-16T00:08:56.747670
Bất động sản,Giảm giá:,2025-12-16T00:08:56.747674
Bất động sản,189 CP,2025-12-16T00:08:56.747676
Bất động sản,"Không đổi:
60 CP",2025-12-16T00:08:56.747680
Bất động sản,Không đổi:,2025-12-16T00:08:56.747683
Bất động sản,60 CP,2025-12-16T00:08:56.747686
Bất động sản,TÁC ĐỘNG ĐẾN INDEX,2025-12-16T00:08:56.747690
Bất động sản,"VPB
TCX
BSR
VNM
VRE
VPX
GEE
MCH
LPB
VHM
VIC
VPL
-4
-2
0
2
1.63
1.45
0.98
0.81
0.71
-0.49
-0.73
-0.84
-0.91
-1.42
-1.83
-2.29",2025-12-16T00:08:56.747696
Bất động sản,"Tác động tăng
Tác động giảm",2025-12-16T00:08:56.747716
Bất động sản,Tác động tăng,2025-12-16T00:08:56.747720
Bất động sản,Tác động giảm,2025-12-16T00:08:56.747724
Bất động sản,"1Y
2Y
3Y
5Y
10Y
All",2025-12-16T00:08:56.747727
Bất động sản,"DIỄN BIẾN THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:56.747746
Bất động sản,"Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:56.747750
Bất động sản,"Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:08:56.747755
Bất động sản,Vốn hoá,2025-12-16T00:08:56.747758
Bất động sản,LNST,2025-12-16T00:08:56.747761
Bất động sản,SLCP lưu hành,2025-12-16T00:08:56.747765
Bất động sản,"PE THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Average: 14.18
P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:56.747775
Bất động sản,"Q4/2024
Q2/2025
Q3/2025
Average: 14.18",2025-12-16T00:08:56.747778
Bất động sản,Average: 14.18,2025-12-16T00:08:56.747781
Bất động sản,"P/E thị trường
Max
Min
Trung bình",2025-12-16T00:08:56.747787
Bất động sản,P/E thị trường,2025-12-16T00:08:56.747791
Bất động sản,Trung bình,2025-12-16T00:08:56.747794
Bất động sản,"E/P VNINDEX - LÃI SUẤT HUY ĐỘNG 12 THÁNG
Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:08:56.747803
Bất động sản,"GIÁ TRỊ TỰ DOANH RÒNG
1D
1W
1M",2025-12-16T00:08:56.747809
Bất động sản,"1D
1W
1M",2025-12-16T00:08:56.747812
Bất động sản,"Chart
Chart with 15 data points.",2025-12-16T00:08:56.747815
Bất động sản,Chart with 15 data points.,2025-12-16T00:08:56.747817
Bất động sản,"27/11
01/12
03/12
05/12
09/12
11/12
-500
0
500
1000
-5500
-5000
-4500
-4000",2025-12-16T00:08:56.747821
Bất động sản,"GIÁ TRỊ KHỐI NGOẠI RÒNG
1D
1W
1M",2025-12-16T00:08:56.747827
Bất động sản,"28/11
02/12
04/12
08/12
10/12
12/12
-1K
0
1K
2K
-123K
-121.5K
-120K
-118.5K",2025-12-16T00:08:56.747831
Bất động sản,"Ghi chú: gdp-thuc
Cá nhân
Thêm ghi chú bằng cách điền
vào ô bên dưới
Nhập ghi chú",2025-12-16T00:08:56.747841
Bất động sản,"Ghi chú: gdp-thuc
Cá nhân",2025-12-16T00:08:56.747846
Bất động sản,Ghi chú: gdp-thuc,2025-12-16T00:08:56.747850
Bất động sản,gdp-thuc,2025-12-16T00:08:56.747853
Bất động sản,Cá nhân,2025-12-16T00:08:56.747856
Bất động sản,"Thêm ghi chú bằng cách điền
vào ô bên dưới",2025-12-16T00:08:56.747862
Bất động sản,Nhập ghi chú,2025-12-16T00:08:56.747866
Bất động sản,"Thị trường
Ngành
Cổ phiếu",2025-12-16T00:08:56.747871
Bất động sản,Thị trường,2025-12-16T00:08:56.747874
Bất động sản,Ngành,2025-12-16T00:08:56.747877
Bất động sản,Cổ phiếu,2025-12-16T00:08:56.747881
Thị trường lao động,"Thư viện
Sửa đồ thị",2025-12-16T00:09:00.869534
Thị trường lao động,FDI dăng ký dự án,2025-12-16T00:09:00.869548
Thị trường lao động,FDI thực hiện,2025-12-16T00:09:00.869555
Thị trường lao động,"Mối quan hệ giữa vàng và lãi suất, bơm tiền",2025-12-16T00:09:00.869564
Thị trường lao động,%HUY ĐỘNG,2025-12-16T00:09:00.869568
Thị trường lao động,VĐT phát triển XH,2025-12-16T00:09:00.869572
Thị trường lao động,BÁN LẺ,2025-12-16T00:09:00.869575
Thị trường lao động,USD.VND 2025,2025-12-16T00:09:00.869578
Thị trường lao động,Bóc tách CPI YOY,2025-12-16T00:09:00.869582
Thị trường lao động,"​
​
Khung thời gian:
Quarterly
Kiểu giá trị:
Value",2025-12-16T00:09:00.869593
Thị trường lao động,"Khung thời gian:
Quarterly",2025-12-16T00:09:00.869599
Thị trường lao động,Khung thời gian:,2025-12-16T00:09:00.869603
Thị trường lao động,Quarterly,2025-12-16T00:09:00.869605
Thị trường lao động,"Kiểu giá trị:
Value",2025-12-16T00:09:00.869610
Thị trường lao động,Kiểu giá trị:,2025-12-16T00:09:00.869614
Thị trường lao động,Value,2025-12-16T00:09:00.869616
Thị trường lao động,Q3-2025,2025-12-16T00:09:00.869620
Thị trường lao động,Q2-2025,2025-12-16T00:09:00.869623
Thị trường lao động,Q1-2025,2025-12-16T00:09:00.869625
Thị trường lao động,Q4-2024,2025-12-16T00:09:00.869627
Thị trường lao động,Q3-2024,2025-12-16T00:09:00.869630
Thị trường lao động,Q2-2024,2025-12-16T00:09:00.869632
Thị trường lao động,Q1-2024,2025-12-16T00:09:00.869634
Thị trường lao động,Q4-2023,2025-12-16T00:09:00.869637
Thị trường lao động,Q3-2023,2025-12-16T00:09:00.869639
Thị trường lao động,Q2-2023,2025-12-16T00:09:00.869641
Thị trường lao động,Q1-2023,2025-12-16T00:09:00.869644
Thị trường lao động,Q4-2022,2025-12-16T00:09:00.869646
Thị trường lao động,Q3-2022,2025-12-16T00:09:00.869648
Thị trường lao động,Q2-2022,2025-12-16T00:09:00.869651
Thị trường lao động,Q1-2022,2025-12-16T00:09:00.869653
Thị trường lao động,GDP THỰC,2025-12-16T00:09:00.869656
Thị trường lao động,"Nông nghiệp, lâm nghiệp và thủy sản",2025-12-16T00:09:00.869683
Thị trường lao động,Nông nghiệp,2025-12-16T00:09:00.869707
Thị trường lao động,Lâm nghiệp,2025-12-16T00:09:00.869730
Thị trường lao động,Thủy sản,2025-12-16T00:09:00.869752
Thị trường lao động,Công nghiệp và xây dựng,2025-12-16T00:09:00.869777
Thị trường lao động,Dịch vụ,2025-12-16T00:09:00.869800
Thị trường lao động,Thuế sản phẩm trừ trợ cấp sản phẩm,2025-12-16T00:09:00.869825
Thị trường lao động,"Thông tin mới nhất
Tin quan trọng",2025-12-16T00:09:00.869850
Thị trường lao động,Thông tin mới nhất,2025-12-16T00:09:00.869854
Thị trường lao động,Tin quan trọng,2025-12-16T00:09:00.869858
Thị trường lao động,"THỊ TRƯỜNG
ĐỊNH GIÁ
DÒNG TIỀN
QUỐC TẾ",2025-12-16T00:09:00.869864
Thị trường lao động,"VNINDEX
Đóng cửa
1,646.01
-0.88
-0.05%",2025-12-16T00:09:00.869871
Thị trường lao động,"VNINDEX
Đóng cửa",2025-12-16T00:09:00.869875
Thị trường lao động,Đóng cửa,2025-12-16T00:09:00.869879
Thị trường lao động,"1,646.01
-0.88
-0.05%",2025-12-16T00:09:00.869882
Thị trường lao động,"Chart
Chart with 121 data points.",2025-12-16T00:09:00.869885
Thị trường lao động,Chart with 121 data points.,2025-12-16T00:09:00.869888
Thị trường lao động,End of interactive chart.,2025-12-16T00:09:00.869891
Thị trường lao động,"PHÂN BỔ DÒNG TIỀN
0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:09:00.869904
Thị trường lao động,PHÂN BỔ DÒNG TIỀN,2025-12-16T00:09:00.869909
Thị trường lao động,"0
3
6
9
12
6.45 Nghìn tỷ
7.34 Nghìn tỷ
2.13 Nghìn tỷ
Tăng giá:
126 CP
Giảm giá:
189 CP
Không đổi:
60 CP",2025-12-16T00:09:00.869920
Thị trường lao động,6.45 Nghìn tỷ,2025-12-16T00:09:00.869925
Thị trường lao động,7.34 Nghìn tỷ,2025-12-16T00:09:00.869928
Thị trường lao động,2.13 Nghìn tỷ,2025-12-16T00:09:00.869932
Thị trường lao động,"Tăng giá:
126 CP",2025-12-16T00:09:00.869936
Thị trường lao động,Tăng giá:,2025-12-16T00:09:00.869940
Thị trường lao động,126 CP,2025-12-16T00:09:00.869942
Thị trường lao động,"Giảm giá:
189 CP",2025-12-16T00:09:00.869946
Thị trường lao động,Giảm giá:,2025-12-16T00:09:00.869949
Thị trường lao động,189 CP,2025-12-16T00:09:00.869952
Thị trường lao động,"Không đổi:
60 CP",2025-12-16T00:09:00.869956
Thị trường lao động,Không đổi:,2025-12-16T00:09:00.869966
Thị trường lao động,60 CP,2025-12-16T00:09:00.869969
Thị trường lao động,TÁC ĐỘNG ĐẾN INDEX,2025-12-16T00:09:00.869974
Thị trường lao động,"VPB
TCX
BSR
VNM
VRE
VPX
GEE
MCH
LPB
VHM
VIC
VPL
-4
-2
0
2
1.63
1.45
0.98
0.81
0.71
-0.49
-0.73
-0.84
-0.91
-1.42
-1.83
-2.29",2025-12-16T00:09:00.869979
Thị trường lao động,"Tác động tăng
Tác động giảm",2025-12-16T00:09:00.870000
Thị trường lao động,Tác động tăng,2025-12-16T00:09:00.870004
Thị trường lao động,Tác động giảm,2025-12-16T00:09:00.870008
Thị trường lao động,"1Y
2Y
3Y
5Y
10Y
All",2025-12-16T00:09:00.870011
Thị trường lao động,"DIỄN BIẾN THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:09:00.870021
Thị trường lao động,"Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:09:00.870024
Thị trường lao động,"Vốn hoá
LNST
SLCP lưu hành",2025-12-16T00:09:00.870029
Thị trường lao động,Vốn hoá,2025-12-16T00:09:00.870032
Thị trường lao động,LNST,2025-12-16T00:09:00.870035
Thị trường lao động,SLCP lưu hành,2025-12-16T00:09:00.870039
Thị trường lao động,"PE THỊ TRƯỜNG
Q4/2024
Q2/2025
Q3/2025
Average: 14.18
P/E thị trường
Max
Min
Trung bình",2025-12-16T00:09:00.870049
Thị trường lao động,"Q4/2024
Q2/2025
Q3/2025
Average: 14.18",2025-12-16T00:09:00.870053
Thị trường lao động,Average: 14.18,2025-12-16T00:09:00.870056
Thị trường lao động,"P/E thị trường
Max
Min
Trung bình",2025-12-16T00:09:00.870061
Thị trường lao động,P/E thị trường,2025-12-16T00:09:00.870065
Thị trường lao động,Trung bình,2025-12-16T00:09:00.870069
Thị trường lao động,"E/P VNINDEX - LÃI SUẤT HUY ĐỘNG 12 THÁNG
Q4/2024
Q2/2025
Q3/2025",2025-12-16T00:09:00.870078
Thị trường lao động,"GIÁ TRỊ TỰ DOANH RÒNG
1D
1W
1M",2025-12-16T00:09:00.870084
Thị trường lao động,"1D
1W
1M",2025-12-16T00:09:00.870086
Thị trường lao động,"Chart
Chart with 15 data points.",2025-12-16T00:09:00.870089
Thị trường lao động,Chart with 15 data points.,2025-12-16T00:09:00.870092
Thị trường lao động,"27/11
01/12
03/12
05/12
09/12
11/12
-500
0
500
1000
-5500
-5000
-4500
-4000",2025-12-16T00:09:00.870096
Thị trường lao động,"GIÁ TRỊ KHỐI NGOẠI RÒNG
1D
1W
1M",2025-12-16T00:09:00.870104
Thị trường lao động,"28/11
02/12
04/12
08/12
10/12
12/12
-1K
0
1K
2K
-123K
-121.5K
-120K
-118.5K",2025-12-16T00:09:00.870108
Thị trường lao động,"Ghi chú: gdp-thuc
Cá nhân
Thêm ghi chú bằng cách điền
vào ô bên dưới
Nhập ghi chú",2025-12-16T00:09:00.870119
Thị trường lao động,"Ghi chú: gdp-thuc
Cá nhân",2025-12-16T00:09:00.870123
Thị trường lao động,Ghi chú: gdp-thuc,2025-12-16T00:09:00.870127
Thị trường lao động,gdp-thuc,2025-12-16T00:09:00.870129
Thị trường lao động,Cá nhân,2025-12-16T00:09:00.870133
Thị trường lao động,"Thêm ghi chú bằng cách điền
vào ô bên dưới",2025-12-16T00:09:00.870139
Thị trường lao động,Nhập ghi chú,2025-12-16T00:09:00.870143
Thị trường lao động,"Thị trường
Ngành
Cổ phiếu",2025-12-16T00:09:00.870148
Thị trường lao động,Thị trường,2025-12-16T00:09:00.870151
Thị trường lao động,Ngành,2025-12-16T00:09:00.870154
Thị trường lao động,Cổ phiếu,2025-12-16T00:09:00.870158
